file name,light directions,albedo,optimized albedo,temperature,optimized temperature,energy,optimized energy
image.png,"[-0.18070680654402257, -0.022147214961372664, 0.9832876237084021]",0.3239723143804039,0.32379784230324515,-20.78028920442128,-20.76400762017653,920.0736801282703,920.3111366252833
